,Title,Publisher,Resource,Jurisdiction_x,Portal,0_Data_desc,0_Data_format,0_Data_page,0_Data_title,0_Data_url,1_Data_desc,1_Data_format,1_Data_page,1_Data_title,1_Data_url,2_Data_desc,2_Data_format,2_Data_page,2_Data_title,2_Data_url,3_Data_desc,3_Data_format,3_Data_page,3_Data_title,3_Data_url,4_Data_desc,4_Data_format,4_Data_page,4_Data_title,4_Data_url,5_Data_desc,5_Data_format,5_Data_page,5_Data_title,5_Data_url,6_Data_desc,6_Data_format,6_Data_page,6_Data_title,6_Data_url,7_Data_format,7_Data_page,7_Data_title,7_Data_url,8_Data_format,8_Data_page,8_Data_title,8_Data_url,Contact Point,Data Portal,Data Status,Date Published,Date Updated,Description,Field,Fields of Research,Geospatial Coverage,Geospatial Topics,Jurisdiction_y,Landing Page,Language,Licence,Publisher/Agency,RDF,Tag_0,Tag_1,Tag_10,Tag_11,Tag_12,Tag_13,Tag_14,Tag_15,Tag_16,Tag_17,Tag_18,Tag_19,Tag_2,Tag_20,Tag_21,Tag_22,Tag_23,Tag_24,Tag_25,Tag_26,Tag_27,Tag_28,Tag_29,Tag_3,Tag_30,Tag_31,Tag_32,Tag_33,Tag_34,Tag_35,Tag_36,Tag_37,Tag_38,Tag_39,Tag_4,Tag_40,Tag_41,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Temporal Coverage,Type,URL,Update Frequency
10,"The geology of the northern half of the Mitchell 1:250,000 sheet area, Queensland",Geoscience Australia                 ,PDF, Commonwealth of Australia, data.gov.au,Record (pdf),PDF,https://data.gov.au/dataset/the-geology-of-the-northern-half-of-the-mitchell-1-250000-sheet-area-queensland/resource/d3e5e061-b7ab-4bfa-8fb3-68022a2905e4,File download,https://d28rz98at9flks.cloudfront.net/11804/Rec1966_090.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , data.gov.au, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,," {""type"": ""Polygon"", ""coordinates"": [[[147.0, -27.0], [148.5, -27.0], [148.5, -26.0], [147.0, -26.0], [147.0, -27.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/ccc78233-7425-45b3-8bef-1876ecea91d3 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/ccc78233-7425-45b3-8bef-1876ecea91d3.rdf,AU-QLD,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,geology,,,,,,,,,Dataset,https://data.gov.au/dataset/the-geology-of-the-northern-half-of-the-mitchell-1-250000-sheet-area-queensland, unknown
11,AUSGeoid98 v.1.0 data files: Lake Mackay (sf52-11),Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (.dat),ZIP,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-lake-mackay-sf52-11/resource/831d9d93-15c1-4b09-aa55-1ced264739c3,File download,https://d28rz98at9flks.cloudfront.net/62520/62520_sf52-11.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"AUSGeoid98 data files contain a 2 minute grid of AUSGeoid98 data covering the Australian region, which you can use to interpolate geoid-ellipsoid separations for the positions required.You can use your own interpolation software, or you can use Geoscience Australia's Windows Interpolation software (Winter). The data files are text files in a standard format that cover the same area as standard topographic map areas. Files covering both 1:250,000 (approximately 100 x 150 km) and 1:1,000,000 (approximately 400 x 600 km) map areas are available. There is a 4 minute overlap on all sides of each area. Data format: AUSGeoid98 data files have a header record at the start of each file, to distinguish them from the superseded AUSGeoid93 data files. AUSGeoid98 data files show the geoid-ellipsoid separation to 3 decimal places, while the superseded AUSGeoid93 data files showed only 2 decimal places. AUSGeoid98 deflections of the vertical were computed from the geoid-ellipsoid separation surface, while the AUSGeoid93 deflections of the vertical were computed from OSU91A.",None,," {""type"": ""Polygon"", ""coordinates"": [[[129.0, -23.0], [130.5, -23.0], [130.5, -22.0], [129.0, -22.0], [129.0, -23.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/c53cbc1e-84a5-4f83-bb54-5380650768db ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/c53cbc1e-84a5-4f83-bb54-5380650768db.rdf,AU,AUSGeoid98,,,,,,,,,,,Geodesy,,,,,,,,,,,Geodetic Data,,,,,,,,,,,dataset,,,geodesy,,,,,,Dataset,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-lake-mackay-sf52-11, unknown
12,Uranium mineral systems: ore-forming processes and relationships among deposit types,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/uranium-mineral-systems-ore-forming-processes-and-relationships-among-deposit-types/resource/c2c07de2-d362-4cd8-968c-3fb1ff2f08dd,File download,https://d28rz98at9flks.cloudfront.net/71022/71022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"Shared geological and geochemical processes are involved in the formation of particular groups of uranium deposits.  Three families of uranium mineral systems are recognised: magmatic-, metamorphic- and basin-related.  End-member fluids in each family are magmatic-hydrothermal, 'metamorphic' (including fluids reacted with metamorphic rocks at elevated temperatures), and surficial fluids such as meteoric water, lake water and seawater. Most well known uranium deposit types can be accommodated within this tripartite framework, which explicitly allows for hybrid deposit types.",None,,,, Commonwealth of Australia,https://data.gov.au/dataset/6720b427-c2f0-4d4d-8cc6-8164dbf30a77 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/6720b427-c2f0-4d4d-8cc6-8164dbf30a77.rdf,Earth Sciences,PowerPoint,,,,,,,,,,,geoscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/uranium-mineral-systems-ore-forming-processes-and-relationships-among-deposit-types, unknown
13,IMOS - SOOP Ocean Carbon Dioxide Data from RV Southern Surveyor voyage SS2011_V05 (Geraldton-Fremantle),CSIRO Oceans & Atmosphere - Hobart                 ,HTML, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,,HTML,https://data.gov.au/dataset/imos-soop-ocean-carbon-dioxide-data-from-rv-southern-surveyor-voyage-ss2011_v05-geraldton-frema/resource/286ab7ff-617d-49fc-b3e5-635042818098,Website of the Australian Ocean Data Network (AODN),http://imos.org.au/aodn.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  CSIRO Oceans & Atmosphere - Hobart  info@aodn.org.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-08-07,This data was collected in September/October 2011 by the IMOS Ship of Opportunity Underway CO2 Measurement research group on RV Southern Surveyor (IMOS platform code: VLHJ) voyage SS2011_V05.,None,," {""type"": ""Polygon"", ""coordinates"": [[[112.7783, -29.5145], [114.7461, -29.5145], [114.7461, -27.2323], [112.7783, -27.2323], [112.7783, -29.5145]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/8d3d18a8-ee14-40fa-8726-4f5f6d522d9c ,English, Creative Commons Attribution 4.0 International ,CSIRO Oceans & Atmosphere - Hobart                 ,https://data.gov.au/dataset/8d3d18a8-ee14-40fa-8726-4f5f6d522d9c.rdf,Atmosphere,Atmospheric Pressure,Global %2F Oceans,IMOS Node,IMOS Sub-Facility,Indian Ocean,Ocean Biogeochemistry,Ocean Temperature,Ocean Winds,Oceans,Partial Pressure,SOOP-CO2,Australia,Salinity,Salinity%2Fdensity,Sea Surface Temperature,States%2C Territories %28Australia%29,Surface Winds,Western Australia,pCO2,,,,Bluewater and Climate,,,,,,,,,,,Carbon Dioxide Measurements,,,Coastal Cities %2F Towns %28Australia%29,Countries,Fremantle%2C WA,Fugacity,Geraldton%2C WA,,Dataset,https://data.gov.au/dataset/imos-soop-ocean-carbon-dioxide-data-from-rv-southern-surveyor-voyage-ss2011_v05-geraldton-frema,
14,"Limbunya, Northern Territory: 1:250,000 Geological Series - Explanatory Notes",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the notes (pdf),PDF,https://data.gov.au/dataset/limbunya-northern-territory-1-250000-geological-series-explanatory-notes/resource/c2982fcb-1999-477e-834b-e07a308f9967,File download,https://d28rz98at9flks.cloudfront.net/79503/79503_Limbunya.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"Explanatory notes for 1:250 000 geological series maps for the Northern Territory. These were originally published by the Bureau of Mineral Resources, Geology and Geophysics 1962-1985.",None,," {""type"": ""Polygon"", ""coordinates"": [[[129.0, -18.0], [130.5, -18.0], [130.5, -17.0], [129.0, -17.0], [129.0, -18.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/57b58878-f54d-42cd-8f83-44277a884917 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/57b58878-f54d-42cd-8f83-44277a884917.rdf,AU-NT,Explanatory Notes,,,,,,,,,,,GA Publication,,,,,,,,,,,Geology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/limbunya-northern-territory-1-250000-geological-series-explanatory-notes, notPlanned
15,AUSGeoid98 v.1.0 data files:  (si49-04),Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (.dat),ZIP,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-si49-04/resource/274e7ffa-dc3b-47dd-9501-60a27df09690,File download,https://d28rz98at9flks.cloudfront.net/62070/62070_si49-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"AUSGeoid98 data files contain a 2 minute grid of AUSGeoid98 data covering the Australian region, which you can use to interpolate geoid-ellipsoid separations for the positions required.You can use your own interpolation software, or you can use Geoscience Australia's Windows Interpolation software (Winter). The data files are text files in a standard format that cover the same area as standard topographic map areas. Files covering both 1:250,000 (approximately 100 x 150 km) and 1:1,000,000 (approximately 400 x 600 km) map areas are available. There is a 4 minute overlap on all sides of each area. Data format: AUSGeoid98 data files have a header record at the start of each file, to distinguish them from the superseded AUSGeoid93 data files. AUSGeoid98 data files show the geoid-ellipsoid separation to 3 decimal places, while the superseded AUSGeoid93 data files showed only 2 decimal places. AUSGeoid98 deflections of the vertical were computed from the geoid-ellipsoid separation surface, while the AUSGeoid93 deflections of the vertical were computed from OSU91A.",None,," {""type"": ""Polygon"", ""coordinates"": [[[112.5, -33.0], [114.0, -33.0], [114.0, -32.0], [112.5, -32.0], [112.5, -33.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/4f66c4bd-ed07-4488-95d4-7459bac3861a ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/4f66c4bd-ed07-4488-95d4-7459bac3861a.rdf,AU,AUSGeoid98,,,,,,,,,,,Geodesy,,,,,,,,,,,Geodetic Data,,,,,,,,,,,dataset,,,geodesy,,,,,,Dataset,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-si49-04, unknown
16,Agnes Creek 1:100 000 unpublished topographic map,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (pdf),PDF,https://data.gov.au/dataset/agnes-creek-1-100-000-unpublished-topographic-map/resource/78399bbd-fd73-4c01-aa5f-da77fd555c2c,File download,https://d28rz98at9flks.cloudfront.net/58956/5544.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,At this scale 1cm on the map represents 1km on the ground. Each map covers a minimum area of 0.5 degrees longitude by 0.5 degrees latitude or about 54 kilometres by 54 kilometres. The contour interval is 20 metres. Many maps are supplemented by hill  shading.,None,," {""type"": ""Polygon"", ""coordinates"": [[[133.0, -27.0], [133.5, -27.0], [133.5, -26.5], [133.0, -26.5], [133.0, -27.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/775e5338-39af-434a-b3c1-eef85c86457c ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/775e5338-39af-434a-b3c1-eef85c86457c.rdf,100K unpublished,AU-SA,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/agnes-creek-1-100-000-unpublished-topographic-map, unknown
17,"The geology and geochronology of the Arunta Complex north of Ormiston Gorge, central Australia",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/the-geology-and-geochronology-of-the-arunta-complex-north-of-ormiston-gorge-central-australia/resource/540e8a0d-1872-455b-8549-6c74c7578c72,File download,https://d28rz98at9flks.cloudfront.net/13005/Rec1973_181.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/8b042989-f7b9-4c4b-a03e-fbed3f9bd59d ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/8b042989-f7b9-4c4b-a03e-fbed3f9bd59d.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,geochronology,,,,,,,,,,,geology,,,,,,,,,Dataset,https://data.gov.au/dataset/the-geology-and-geochronology-of-the-arunta-complex-north-of-ormiston-gorge-central-australia, unknown
18,Alkea 1:100 000 unpublished topographic map,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (pdf),PDF,https://data.gov.au/dataset/alkea-1-100-000-unpublished-topographic-map/resource/d2d01de1-00f5-4bae-a256-0e8c349b9cc1,File download,https://d28rz98at9flks.cloudfront.net/59170/6353.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,At this scale 1cm on the map represents 1km on the ground. Each map covers a minimum area of 0.5 degrees longitude by 0.5 degrees latitude or about 54 kilometres by 54 kilometres. The contour interval is 20 metres. Many maps are supplemented by hill  shading.,None,," {""type"": ""Polygon"", ""coordinates"": [[[137.0, -22.5], [137.5, -22.5], [137.5, -22.0], [137.0, -22.0], [137.0, -22.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/76071b4e-89d7-40d2-aed7-1afd1fa6e22b ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/76071b4e-89d7-40d2-aed7-1afd1fa6e22b.rdf,100K unpublished,AU-NT,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/alkea-1-100-000-unpublished-topographic-map, unknown
19,Report on geological and glaciological work by the 1958 Australian National Antarctic Research Expedition,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/report-on-geological-and-glaciological-work-by-the-1958-australian-national-antarctic-research-/resource/bc96f05e-eabd-4254-97f4-5f862fe4fade,File download,https://d28rz98at9flks.cloudfront.net/10561/Rec1959_131.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/b8487359-6e1f-4d27-96cc-82f577420d18 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/b8487359-6e1f-4d27-96cc-82f577420d18.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,geology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/report-on-geological-and-glaciological-work-by-the-1958-australian-national-antarctic-research-, unknown
20,Franklin Voyage FR 02/99 ADCP Data,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,WMS, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,ADCP data for Franklin Voyage FR 02/99,WMS,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/f504713d-7ee8-4de3-832f-1cc2c99b0a7c,mnf:adcp_public_data,http://www.cmar.csiro.au/geoserver/wms?&CQL_FILTER=SURVEY_NAME%20%3D%20%27FR199902%27,Download ASCII dataset - fr9902adcp.zip,ZIP,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/6a287601-96d2-4eac-898a-ce75813cf7f8,Data Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr9902/fr9902adcp.zip,Download NetCDF dataset fr9902adcp.zip,ZIP,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/1df87fc1-4e7d-4bfc-9d0c-335b324abc69,Data Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr9902/fr9902adcpCDF.zip,ADCP Data Format Description,HTML,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/9878cfb1-63ce-47cd-9b58-d8e6e9e94bec,Documentation Link,http://www.cmar.csiro.au/datacentre/process/formats/adcp.htm,Processing report (pdf) for this dataset,PDF,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/49d0c714-1612-478c-847d-ade78ed4dd00,Documentation Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr9902/fr9902ap.pdf,netCDF info link,HTML,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data/resource/bb32546c-13d3-4c10-9f41-32a5f5d06bb9,Documentation Link,http://www.marine.csiro.au/~dunn/eez_data/netcdf.html,,,,,,,,,,,,,,  CSIRO Oceans and Atmosphere - Information and Data Centre  data-requests-hf@csiro.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,This dataset contains the processed Acoustic Doppler Current Profiler (ADCP) data collected on Franklin voyage FR 02/99. The voyage took place in the Coral Sea and the South Pacific Ocean during March and April 1999. This dataset has been processed and is archived within the CSIRO Marine and Atmospheric Research Data Centre in Hobart. Additional information regarding this dataset is contained in the cruise report for this voyage and/or the data processing report.,None,," {""type"": ""Polygon"", ""coordinates"": [[[153.0, -30.0], [177.5, -30.0], [177.5, -17.0], [153.0, -17.0], [153.0, -30.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/dc9683b6-e9af-45ca-a10d-9d9e335d1e80 ,English, Other ,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,https://data.gov.au/dataset/dc9683b6-e9af-45ca-a10d-9d9e335d1e80.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/franklin-voyage-fr-02-99-adcp-data, notPlanned
21,Toko 1:100 000 unpublished topographic map,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (pdf),PDF,https://data.gov.au/dataset/toko-1-100-000-unpublished-topographic-map/resource/55b59d69-6dea-4202-b75a-17419796c02b,File download,https://d28rz98at9flks.cloudfront.net/59195/6452.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,At this scale 1cm on the map represents 1km on the ground. Each map covers a minimum area of 0.5 degrees longitude by 0.5 degrees latitude or about 54 kilometres by 54 kilometres. The contour interval is 20 metres. Many maps are supplemented by hill  shading.,None,," {""type"": ""Polygon"", ""coordinates"": [[[137.5, -23.0], [138.0, -23.0], [138.0, -22.5], [137.5, -22.5], [137.5, -23.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/0b19766f-40ce-4d99-9a49-93a06f488436 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/0b19766f-40ce-4d99-9a49-93a06f488436.rdf,100K unpublished,AU-NT,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/toko-1-100-000-unpublished-topographic-map, unknown
22,Southern Surveyor Voyage SS2012_T06 CTD Data,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,WMS, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,CTD data for Southern Surveyor Voyage SS2012_T06,WMS,https://data.gov.au/dataset/southern-surveyor-voyage-ss2012_t06-ctd-data/resource/a4392b95-957e-4ded-bd11-99e7387933e4,mnf:CTD_HEADER_AODN_VIEW,http://www.cmar.csiro.au/geoserver/wms?&CQL_FILTER=SURVEY_NAME%20%3D%20%27SS2012_T06%27,Download CTD plots ss2012_t06_CTD_profile_plots_pdf.zip,ZIP,https://data.gov.au/dataset/southern-surveyor-voyage-ss2012_t06-ctd-data/resource/16982826-72d9-49b0-b4f0-a46fc4aeafa8,Graphics Link,http://www.cmar.csiro.au/datacentre/process/data_files/Southern_Surveyor_NF/ss2012_t06/data/ss2012_t06_CTD_profile_plots_pdf.zip,Download NetCDF data ss2012_t06_CTD_avg_nc.zip,ZIP,https://data.gov.au/dataset/southern-surveyor-voyage-ss2012_t06-ctd-data/resource/a2da12b0-eb44-4bff-8ca4-b788aea33b61,Data Link,http://www.cmar.csiro.au/datacentre/process/data_files/Southern_Surveyor_NF/ss2012_t06/data/ss2012_t06_CTD_avg_nc.zip,Processing report: ss2012_t06_CTD.pdf,PDF,https://data.gov.au/dataset/southern-surveyor-voyage-ss2012_t06-ctd-data/resource/59b4562e-a12f-4bbf-a19f-2e4c9c2cb8c9,Documentation Link,http://www.cmar.csiro.au/datacentre/process/data_files/Southern_Surveyor_NF/ss2012_t06/doc/ss2012_t06_CTD.pdf,,,,,,,,,,,,,,,,,,,,,,,,  CSIRO Oceans and Atmosphere - Information and Data Centre  data-requests-hf@csiro.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,"This dataset contains the Conductivity-Temperature-Depth (CTD) data collected on Southern Surveyor voyage SS2012_t06. The voyage took place from Fremantle to Darwin between the 7th and 16th of September, 2012. This dataset has been processed and archived within the CSIRO Marine and Atmospheric Research Data Centre in Hobart. Additional information regarding this dataset may be contained in the Voyage Summary and the Data Processing Report (as available).",None,," {""type"": ""Polygon"", ""coordinates"": [[[115.14, -19.76], [128.29, -19.76], [128.29, -12.38], [115.14, -12.38], [115.14, -19.76]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/e91cd14b-091a-414a-97c0-362e1eaa8805 ,English, Other ,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,https://data.gov.au/dataset/e91cd14b-091a-414a-97c0-362e1eaa8805.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/southern-surveyor-voyage-ss2012_t06-ctd-data, notPlanned
23,"Mitchell No. 2 bore logging, Queensland 1960",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/mitchell-no-2-bore-logging-queensland-1960/resource/8420fcc6-986f-4f7a-ba4d-b705a391aeda,File download,https://d28rz98at9flks.cloudfront.net/10742/Rec1961_015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,," {""type"": ""Polygon"", ""coordinates"": [[[147.5, -26.5], [148.0, -26.5], [148.0, -26.0], [147.5, -26.0], [147.5, -26.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/b6883243-9abd-4b2c-85a7-fd2a0748dcb8 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/b6883243-9abd-4b2c-85a7-fd2a0748dcb8.rdf,AU-QLD,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/mitchell-no-2-bore-logging-queensland-1960, unknown
24,The precious metals potential of the Rockley Volcanics in the Lachlan Fold Belt,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/the-precious-metals-potential-of-the-rockley-volcanics-in-the-lachlan-fold-belt/resource/9760aed0-a184-43fa-80c9-b65659e051ec,File download,https://d28rz98at9flks.cloudfront.net/71194/71194.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"This paper was published in Geoscience Australia Research Newsletter, 24",None,," {""type"": ""Polygon"", ""coordinates"": [[[141.0, -39.25], [153.15, -39.25], [153.15, -30.25], [141.0, -30.25], [141.0, -39.25]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/debb0efc-8666-4f8b-b90c-3ce71f3678de ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/debb0efc-8666-4f8b-b90c-3ce71f3678de.rdf,AU-NSW,AU-VIC,,,,,,,,,,,Earth Sciences,,,,,,,,,,,External Publication,,,,,,,,,,,Scientific Journal Paper,,,,,,,,,Dataset,https://data.gov.au/dataset/the-precious-metals-potential-of-the-rockley-volcanics-in-the-lachlan-fold-belt, unknown
25,Notes on fluctuation of water level at Lake George,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/notes-on-fluctuation-of-water-level-at-lake-george/resource/3b4b1ab8-f882-43c4-88e2-d57d9d3e582e,File download,https://d28rz98at9flks.cloudfront.net/9433/Rec1951_017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"As a result of abnormal rains in 1950, a considerable body of water has been impounded in Lake George, situated in New South Wales, but only 20 miles north of Canberra, Australian Capital Territory. Local reports claim a depth of water of 30 feet in the Lake and these reports have prompted the Advisory Council of the Australian Capital Territory to investigate the possibility of developing the lake as a recreational resort. As a first step in this investigation the Council has asked the Bureau of Mineral Resources, Geology and Geophysics for an opinion as to how long a considerable body of water may be retained in the lake.",None,," {""type"": ""Polygon"", ""coordinates"": [[[149.3, -35.3], [149.5, -35.3], [149.5, -34.9], [149.3, -34.9], [149.3, -35.3]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/ac751811-3d01-4c26-be03-65712bfbcb0c ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/ac751811-3d01-4c26-be03-65712bfbcb0c.rdf,AU-NSW,GA Publication,,,,,,,,,,,Geology,,,,,,,,,,,Record,,,,,,,,,,,geology,,,water,,,,,,Dataset,https://data.gov.au/dataset/notes-on-fluctuation-of-water-level-at-lake-george, unknown
